product_id,product_name,category,price_tier,base_retail_price,valid_from,valid_to,is_current
10177,Bekleidung Model 177,Bekleidung,mid,82.41,2025-10-01,2026-02-16,false
10177,Bekleidung Model 177,Bekleidung,budget,66.98,2026-02-16,9999-12-31,true
10178,Schuhe Model 178,Schuhe,premium,221.54,2024-01-01,9999-12-31,true
10179,Ausrüstung Model 179,Ausrüstung,mid,111.54,2024-01-01,2025-05-01,false
10179,Ausrüstung Model 179,Ausrüstung,budget,93.48,2025-05-01,2026-02-16,false
10179,Ausrüstung Model 179,Ausrüstung,mid,111.54,2026-02-16,9999-12-31,true
10180,Bekleidung Model 180,Bekleidung,budget,23.98,2024-01-01,9999-12-31,true
10181,Ausrüstung Model 181,Ausrüstung,budget,73.28,2024-01-01,2025-10-01,false
10181,Ausrüstung Model 181,Ausrüstung,mid,88.32,2025-10-01,2026-02-16,false
10181,Ausrüstung Model 181,Ausrüstung,budget,73.28,2026-02-16,9999-12-31,true
10182,Schuhe Model 182,Schuhe,budget,47.68,2024-01-01,9999-12-31,true
10183,Schuhe Model 183,Schuhe,mid,101.93,2024-01-01,2024-05-01,false
10183,Schuhe Model 183,Schuhe,premium,131.15,2024-05-01,2026-02-16,false
10183,Schuhe Model 183,Schuhe,mid,101.93,2026-02-16,9999-12-31,true
10184,Ausrüstung Model 184,Ausrüstung,mid,150.34,2024-01-01,9999-12-31,true
10185,Bekleidung Model 185,Bekleidung,premium,222.71,2024-01-01,2025-10-01,false
10185,Bekleidung Model 185,Bekleidung,mid,184.02,2025-10-01,2026-02-16,false
10185,Bekleidung Model 185,Bekleidung,premium,222.71,2026-02-16,9999-12-31,true
10186,Schuhe Model 186,Schuhe,mid,143.09,2024-01-01,9999-12-31,true
10187,Bekleidung Model 187,Bekleidung,budget,71.42,2024-01-01,2025-10-01,false
10187,Bekleidung Model 187,Bekleidung,mid,88.3,2025-10-01,2026-02-16,false
10187,Bekleidung Model 187,Bekleidung,budget,71.42,2026-02-16,9999-12-31,true
10188,Bekleidung Model 188,Bekleidung,mid,133.97,2024-01-01,9999-12-31,true
10189,Ausrüstung Model 189,Ausrüstung,budget,31.57,2024-01-01,9999-12-31,true
10190,Ausrüstung Model 190,Ausrüstung,mid,175.03,2024-01-01,9999-12-31,true
10191,Schuhe Model 191,Schuhe,mid,178.65,2024-01-01,9999-12-31,true
10192,Schuhe Model 192,Schuhe,budget,58.02,2024-01-01,2024-05-01,false
10192,Schuhe Model 192,Schuhe,mid,74.63,2024-05-01,2026-02-16,false
10192,Schuhe Model 192,Schuhe,budget,58.02,2026-02-16,9999-12-31,true
10193,Bekleidung Model 193,Bekleidung,mid,161.78,2024-01-01,9999-12-31,true
10194,Bekleidung Model 194,Bekleidung,mid,99.79,2024-01-01,9999-12-31,true
10195,Bekleidung Model 195,Bekleidung,budget,63.49,2024-01-01,9999-12-31,true
10196,Schuhe Model 196,Schuhe,mid,166.73,2024-01-01,9999-12-31,true
10197,Schuhe Model 197,Schuhe,premium,378.17,2024-01-01,9999-12-31,true
10198,Schuhe Model 198,Schuhe,mid,133.08,2024-01-01,9999-12-31,true
10199,Schuhe Model 199,Schuhe,mid,137.57,2024-01-01,2024-05-01,false
10199,Schuhe Model 199,Schuhe,budget,113.13,2024-05-01,2026-02-16,false
10199,Schuhe Model 199,Schuhe,mid,137.57,2026-02-16,9999-12-31,true
10200,Bekleidung Model 200,Bekleidung,budget,61.83,2024-01-01,2024-10-01,false
10200,Bekleidung Model 200,Bekleidung,mid,76.75,2024-10-01,2026-02-16,false
10200,Bekleidung Model 200,Bekleidung,budget,61.83,2026-02-16,9999-12-31,true
10201,Ausrüstung Model 201,Ausrüstung,mid,81.87,2024-01-01,2024-10-01,false
10201,Ausrüstung Model 201,Ausrüstung,budget,65.64,2024-10-01,2026-02-16,false
10201,Ausrüstung Model 201,Ausrüstung,mid,81.87,2026-02-16,9999-12-31,true
10202,Ausrüstung Model 202,Ausrüstung,premium,265.4,2024-01-01,9999-12-31,true
10203,Schuhe Model 203,Schuhe,budget,79.2,2024-01-01,2025-10-01,false
10203,Schuhe Model 203,Schuhe,mid,101.38,2025-10-01,2026-02-16,false
10203,Schuhe Model 203,Schuhe,budget,79.2,2026-02-16,9999-12-31,true
10204,Bekleidung Model 204,Bekleidung,mid,85.02,2024-01-01,2025-10-01,false
10204,Bekleidung Model 204,Bekleidung,premium,103.87,2025-10-01,2026-02-16,false
10204,Bekleidung Model 204,Bekleidung,mid,85.02,2026-02-16,9999-12-31,true
10205,Ausrüstung Model 205,Ausrüstung,mid,106.23,2024-01-01,2024-10-01,false
10205,Ausrüstung Model 205,Ausrüstung,premium,136.1,2024-10-01,2026-02-16,false
10205,Ausrüstung Model 205,Ausrüstung,mid,106.23,2026-02-16,9999-12-31,true
10206,Ausrüstung Model 206,Ausrüstung,premium,207.53,2024-01-01,9999-12-31,true
10207,Bekleidung Model 207,Bekleidung,mid,99.5,2024-01-01,2024-10-01,false
10207,Bekleidung Model 207,Bekleidung,budget,84.4,2024-10-01,2026-02-16,false
10207,Bekleidung Model 207,Bekleidung,mid,99.5,2026-02-16,9999-12-31,true
10208,Ausrüstung Model 208,Ausrüstung,premium,306.83,2024-01-01,2024-10-01,false
10208,Ausrüstung Model 208,Ausrüstung,mid,247.28,2024-10-01,2026-02-16,false
10208,Ausrüstung Model 208,Ausrüstung,premium,306.83,2026-02-16,9999-12-31,true
10209,Ausrüstung Model 209,Ausrüstung,mid,103.85,2024-01-01,9999-12-31,true
10210,Bekleidung Model 210,Bekleidung,budget,69.27,2024-01-01,2024-05-01,false
10210,Bekleidung Model 210,Bekleidung,mid,86.14,2024-05-01,2026-02-16,false
10210,Bekleidung Model 210,Bekleidung,budget,69.27,2026-02-16,9999-12-31,true
10211,Bekleidung Model 211,Bekleidung,budget,45.27,2024-01-01,9999-12-31,true
10212,Bekleidung Model 212,Bekleidung,budget,62.39,2024-01-01,2024-05-01,false
10212,Bekleidung Model 212,Bekleidung,mid,75.61,2024-05-01,2026-02-16,false
10212,Bekleidung Model 212,Bekleidung,budget,62.39,2026-02-16,9999-12-31,true
10213,Ausrüstung Model 213,Ausrüstung,premium,193.27,2024-01-01,9999-12-31,true
10214,Schuhe Model 214,Schuhe,mid,177.42,2024-01-01,9999-12-31,true
10215,Ausrüstung Model 215,Ausrüstung,budget,77.83,2024-01-01,9999-12-31,true
10216,Bekleidung Model 216,Bekleidung,mid,137.24,2024-01-01,2024-10-01,false
10216,Bekleidung Model 216,Bekleidung,premium,168.97,2024-10-01,2026-02-16,false
10216,Bekleidung Model 216,Bekleidung,mid,137.24,2026-02-16,9999-12-31,true
10217,Schuhe Model 217,Schuhe,premium,239.32,2024-01-01,2024-05-01,false
10217,Schuhe Model 217,Schuhe,mid,196.37,2024-05-01,2026-02-16,false
10217,Schuhe Model 217,Schuhe,premium,239.32,2026-02-16,9999-12-31,true
10218,Bekleidung Model 218,Bekleidung,mid,104.38,2024-01-01,2024-05-01,false
10218,Bekleidung Model 218,Bekleidung,premium,127.47,2024-05-01,2026-02-16,false
10218,Bekleidung Model 218,Bekleidung,mid,104.38,2026-02-16,9999-12-31,true
10219,Schuhe Model 219,Schuhe,premium,310.57,2024-01-01,9999-12-31,true
10220,Bekleidung Model 220,Bekleidung,budget,51.2,2024-01-01,2024-05-01,false
10220,Bekleidung Model 220,Bekleidung,mid,61.64,2024-05-01,2026-02-16,false
10220,Bekleidung Model 220,Bekleidung,budget,51.2,2026-02-16,9999-12-31,true
10221,Bekleidung Model 221,Bekleidung,budget,38.6,2024-01-01,9999-12-31,true
10222,Ausrüstung Model 222,Ausrüstung,budget,42.73,2024-01-01,2025-05-01,false
10222,Ausrüstung Model 222,Ausrüstung,mid,51.47,2025-05-01,2026-02-16,false
10222,Ausrüstung Model 222,Ausrüstung,budget,42.73,2026-02-16,9999-12-31,true
10223,Bekleidung Model 223,Bekleidung,premium,199.86,2024-01-01,9999-12-31,true
10224,Ausrüstung Model 224,Ausrüstung,premium,234.64,2024-01-01,9999-12-31,true
10225,Ausrüstung Model 225,Ausrüstung,mid,142.75,2024-01-01,2025-05-01,false
10225,Ausrüstung Model 225,Ausrüstung,premium,179.56,2025-05-01,2026-02-16,false
10225,Ausrüstung Model 225,Ausrüstung,mid,142.75,2026-02-16,9999-12-31,true
10226,Schuhe Model 226,Schuhe,mid,139.77,2024-01-01,2025-10-01,false
10226,Schuhe Model 226,Schuhe,premium,177.86,2025-10-01,2026-02-16,false
10226,Schuhe Model 226,Schuhe,mid,139.77,2026-02-16,9999-12-31,true
10227,Bekleidung Model 227,Bekleidung,budget,41.46,2024-01-01,2025-05-01,false
10227,Bekleidung Model 227,Bekleidung,mid,51.43,2025-05-01,2026-02-16,false
10227,Bekleidung Model 227,Bekleidung,budget,41.46,2026-02-16,9999-12-31,true
10228,Schuhe Model 228,Schuhe,premium,412.76,2024-01-01,9999-12-31,true
10229,Bekleidung Model 229,Bekleidung,mid,88.02,2024-01-01,9999-12-31,true
10230,Schuhe Model 230,Schuhe,mid,128.34,2024-01-01,2025-10-01,false
10230,Schuhe Model 230,Schuhe,premium,165.41,2025-10-01,2026-02-16,false
10230,Schuhe Model 230,Schuhe,mid,128.34,2026-02-16,9999-12-31,true
10231,Bekleidung Model 231,Bekleidung,mid,125.9,2024-01-01,2025-05-01,false
10231,Bekleidung Model 231,Bekleidung,premium,155.91,2025-05-01,2026-02-16,false
10231,Bekleidung Model 231,Bekleidung,mid,125.9,2026-02-16,9999-12-31,true
10232,Bekleidung Model 232,Bekleidung,mid,108.7,2024-01-01,2025-05-01,false
10232,Bekleidung Model 232,Bekleidung,budget,90.1,2025-05-01,2026-02-16,false
10232,Bekleidung Model 232,Bekleidung,mid,108.7,2026-02-16,9999-12-31,true
10233,Bekleidung Model 233,Bekleidung,mid,93.16,2024-01-01,9999-12-31,true
10234,Ausrüstung Model 234,Ausrüstung,mid,85.34,2024-01-01,9999-12-31,true
10235,Schuhe Model 235,Schuhe,mid,153.81,2024-01-01,9999-12-31,true
10236,Ausrüstung Model 236,Ausrüstung,premium,554.14,2024-01-01,2025-10-01,false
10236,Ausrüstung Model 236,Ausrüstung,mid,465.94,2025-10-01,2026-02-16,false
10236,Ausrüstung Model 236,Ausrüstung,premium,554.14,2026-02-16,9999-12-31,true
10237,Ausrüstung Model 237,Ausrüstung,premium,380.62,2024-01-01,9999-12-31,true
10238,Bekleidung Model 238,Bekleidung,premium,211.86,2024-01-01,2025-05-01,false
10238,Bekleidung Model 238,Bekleidung,mid,176.8,2025-05-01,2026-02-16,false
10238,Bekleidung Model 238,Bekleidung,premium,211.86,2026-02-16,9999-12-31,true
10239,Ausrüstung Model 239,Ausrüstung,mid,103.77,2024-01-01,9999-12-31,true
10240,Schuhe Model 240,Schuhe,budget,74.08,2024-01-01,9999-12-31,true
10241,Schuhe Model 241,Schuhe,mid,114.1,2024-01-01,9999-12-31,true
10242,Schuhe Model 242,Schuhe,mid,124.94,2024-01-01,9999-12-31,true
10243,Bekleidung Model 243,Bekleidung,mid,157.04,2024-01-01,2025-10-01,false
10243,Bekleidung Model 243,Bekleidung,premium,203.68,2025-10-01,2026-02-16,false
10243,Bekleidung Model 243,Bekleidung,mid,157.04,2026-02-16,9999-12-31,true
10244,Ausrüstung Model 244,Ausrüstung,budget,45.39,2024-01-01,2025-05-01,false
10244,Ausrüstung Model 244,Ausrüstung,mid,58.53,2025-05-01,2026-02-16,false
10244,Ausrüstung Model 244,Ausrüstung,budget,45.39,2026-02-16,9999-12-31,true
10245,Schuhe Model 245,Schuhe,premium,261.07,2024-01-01,2025-10-01,false
10245,Schuhe Model 245,Schuhe,mid,213.82,2025-10-01,2026-02-16,false
10245,Schuhe Model 245,Schuhe,premium,261.07,2026-02-16,9999-12-31,true
10246,Bekleidung Model 246,Bekleidung,budget,74.08,2024-01-01,2025-05-01,false
10246,Bekleidung Model 246,Bekleidung,mid,93.76,2025-05-01,2026-02-16,false
10246,Bekleidung Model 246,Bekleidung,budget,74.08,2026-02-16,9999-12-31,true
10247,Schuhe Model 247,Schuhe,mid,98.16,2024-01-01,9999-12-31,true
10248,Schuhe Model 248,Schuhe,budget,73.26,2024-01-01,2025-05-01,false
10248,Schuhe Model 248,Schuhe,mid,88.81,2025-05-01,2026-02-16,false
10248,Schuhe Model 248,Schuhe,budget,73.26,2026-02-16,9999-12-31,true
10249,Schuhe Model 249,Schuhe,budget,53.12,2024-01-01,2025-05-01,false
10249,Schuhe Model 249,Schuhe,mid,66.53,2025-05-01,2026-02-16,false
10249,Schuhe Model 249,Schuhe,budget,53.12,2026-02-16,9999-12-31,true
10250,Ausrüstung Model 250,Ausrüstung,premium,264.07,2024-01-01,9999-12-31,true
10251,Bekleidung Model 251,Bekleidung,mid,85.11,2024-01-01,9999-12-31,true
10252,Schuhe Model 252,Schuhe,budget,63.75,2024-01-01,2025-10-01,false
10252,Schuhe Model 252,Schuhe,mid,77.77,2025-10-01,2026-02-16,false
10252,Schuhe Model 252,Schuhe,budget,63.75,2026-02-16,9999-12-31,true
10253,Bekleidung Model 253,Bekleidung,budget,37.45,2024-01-01,9999-12-31,true
10254,Ausrüstung Model 254,Ausrüstung,mid,117.33,2024-01-01,9999-12-31,true
10255,Bekleidung Model 255,Bekleidung,premium,221.72,2024-01-01,9999-12-31,true
10256,Schuhe Model 256,Schuhe,mid,106.72,2024-01-01,2024-05-01,false
10256,Schuhe Model 256,Schuhe,premium,130.27,2024-05-01,2026-02-16,false
10256,Schuhe Model 256,Schuhe,mid,106.72,2026-02-16,9999-12-31,true
10257,Bekleidung Model 257,Bekleidung,budget,33.05,2024-01-01,9999-12-31,true
10258,Bekleidung Model 258,Bekleidung,budget,70.28,2024-01-01,9999-12-31,true
10259,Ausrüstung Model 259,Ausrüstung,mid,122.62,2024-01-01,9999-12-31,true
10260,Bekleidung Model 260,Bekleidung,budget,20.0,2024-01-01,9999-12-31,true
10261,Schuhe Model 261,Schuhe,mid,118.26,2024-01-01,9999-12-31,true
10262,Ausrüstung Model 262,Ausrüstung,mid,126.26,2024-01-01,9999-12-31,true
10263,Bekleidung Model 263,Bekleidung,mid,123.68,2024-01-01,9999-12-31,true
10264,Schuhe Model 264,Schuhe,premium,306.27,2024-01-01,9999-12-31,true
10265,Schuhe Model 265,Schuhe,premium,213.42,2024-01-01,9999-12-31,true
10266,Bekleidung Model 266,Bekleidung,budget,69.32,2024-01-01,9999-12-31,true
10267,Schuhe Model 267,Schuhe,budget,69.88,2024-01-01,9999-12-31,true
10268,Bekleidung Model 268,Bekleidung,premium,381.46,2024-01-01,9999-12-31,true
10269,Ausrüstung Model 269,Ausrüstung,mid,154.69,2024-01-01,9999-12-31,true
10270,Schuhe Model 270,Schuhe,mid,122.36,2024-01-01,2024-10-01,false
10270,Schuhe Model 270,Schuhe,premium,150.24,2024-10-01,2026-02-16,false
10270,Schuhe Model 270,Schuhe,mid,122.36,2026-02-16,9999-12-31,true
10271,Schuhe Model 271,Schuhe,mid,120.05,2024-01-01,9999-12-31,true
10272,Schuhe Model 272,Schuhe,mid,134.16,2024-01-01,2024-10-01,false
10272,Schuhe Model 272,Schuhe,premium,168.82,2024-10-01,2026-02-16,false
10272,Schuhe Model 272,Schuhe,mid,134.16,2026-02-16,9999-12-31,true
10273,Schuhe Model 273,Schuhe,mid,113.05,2024-01-01,2025-05-01,false
10273,Schuhe Model 273,Schuhe,budget,92.81,2025-05-01,2026-02-16,false
10273,Schuhe Model 273,Schuhe,mid,113.05,2026-02-16,9999-12-31,true
10274,Bekleidung Model 274,Bekleidung,budget,57.73,2024-01-01,9999-12-31,true
10275,Bekleidung Model 275,Bekleidung,budget,58.67,2024-01-01,9999-12-31,true
10276,Schuhe Model 276,Schuhe,mid,119.54,2024-01-01,9999-12-31,true
10277,Bekleidung Model 277,Bekleidung,budget,58.79,2024-01-01,9999-12-31,true
10278,Schuhe Model 278,Schuhe,mid,85.08,2024-01-01,9999-12-31,true
10279,Schuhe Model 279,Schuhe,mid,128.15,2024-01-01,2024-05-01,false
10279,Schuhe Model 279,Schuhe,premium,158.55,2024-05-01,2026-02-16,false
10279,Schuhe Model 279,Schuhe,mid,128.15,2026-02-16,9999-12-31,true
10280,Schuhe Model 280,Schuhe,mid,106.97,2024-01-01,2025-05-01,false
10280,Schuhe Model 280,Schuhe,premium,132.17,2025-05-01,2026-02-16,false
10280,Schuhe Model 280,Schuhe,mid,106.97,2026-02-16,9999-12-31,true
10281,Bekleidung Model 281,Bekleidung,premium,200.82,2024-01-01,9999-12-31,true
10282,Bekleidung Model 282,Bekleidung,budget,20.0,2024-01-01,2024-10-01,false
10282,Bekleidung Model 282,Bekleidung,mid,25.02,2024-10-01,2026-02-16,false
10282,Bekleidung Model 282,Bekleidung,budget,20.0,2026-02-16,9999-12-31,true
10283,Ausrüstung Model 283,Ausrüstung,premium,318.64,2024-01-01,9999-12-31,true
10284,Bekleidung Model 284,Bekleidung,mid,172.03,2024-01-01,2024-10-01,false
10284,Bekleidung Model 284,Bekleidung,premium,217.64,2024-10-01,2026-02-16,false
10284,Bekleidung Model 284,Bekleidung,mid,172.03,2026-02-16,9999-12-31,true
10285,Ausrüstung Model 285,Ausrüstung,budget,34.77,2024-01-01,2024-05-01,false
10285,Ausrüstung Model 285,Ausrüstung,mid,43.13,2024-05-01,2026-02-16,false
10285,Ausrüstung Model 285,Ausrüstung,budget,34.77,2026-02-16,9999-12-31,true
10286,Bekleidung Model 286,Bekleidung,budget,66.31,2024-01-01,9999-12-31,true
10287,Bekleidung Model 287,Bekleidung,budget,65.18,2024-01-01,9999-12-31,true
10288,Ausrüstung Model 288,Ausrüstung,budget,55.41,2024-01-01,9999-12-31,true
10289,Bekleidung Model 289,Bekleidung,budget,51.08,2024-01-01,9999-12-31,true
10290,Ausrüstung Model 290,Ausrüstung,budget,68.21,2024-01-01,2024-10-01,false
10290,Ausrüstung Model 290,Ausrüstung,mid,84.12,2024-10-01,2026-02-16,false
10290,Ausrüstung Model 290,Ausrüstung,budget,68.21,2026-02-16,9999-12-31,true
10291,Ausrüstung Model 291,Ausrüstung,premium,506.03,2024-01-01,2024-05-01,false
10291,Ausrüstung Model 291,Ausrüstung,mid,411.07,2024-05-01,2026-02-16,false
10291,Ausrüstung Model 291,Ausrüstung,premium,506.03,2026-02-16,9999-12-31,true
10292,Schuhe Model 292,Schuhe,premium,194.0,2024-01-01,2024-10-01,false
10292,Schuhe Model 292,Schuhe,mid,156.67,2024-10-01,2026-02-16,false
10292,Schuhe Model 292,Schuhe,premium,194.0,2026-02-16,9999-12-31,true
10293,Bekleidung Model 293,Bekleidung,mid,174.68,2024-01-01,9999-12-31,true
10294,Ausrüstung Model 294,Ausrüstung,premium,245.96,2024-01-01,2025-05-01,false
10294,Ausrüstung Model 294,Ausrüstung,mid,203.86,2025-05-01,2026-02-16,false
10294,Ausrüstung Model 294,Ausrüstung,premium,245.96,2026-02-16,9999-12-31,true
10295,Bekleidung Model 295,Bekleidung,budget,41.37,2024-01-01,9999-12-31,true
10296,Schuhe Model 296,Schuhe,mid,93.48,2024-01-01,2025-10-01,false
10296,Schuhe Model 296,Schuhe,premium,116.66,2025-10-01,2026-02-16,false
10296,Schuhe Model 296,Schuhe,mid,93.48,2026-02-16,9999-12-31,true
10297,Ausrüstung Model 297,Ausrüstung,premium,209.05,2024-01-01,9999-12-31,true
10298,Bekleidung Model 298,Bekleidung,budget,39.12,2024-01-01,9999-12-31,true
10299,Ausrüstung Model 299,Ausrüstung,premium,244.47,2024-01-01,2024-10-01,false
10299,Ausrüstung Model 299,Ausrüstung,mid,207.69,2024-10-01,2026-02-16,false
10299,Ausrüstung Model 299,Ausrüstung,premium,244.47,2026-02-16,9999-12-31,true
10300,Ausrüstung Model 300,Ausrüstung,mid,125.43,2024-01-01,9999-12-31,true
10301,Bekleidung Model 301,Bekleidung,budget,65.05,2024-01-01,9999-12-31,true
10302,Bekleidung Model 302,Bekleidung,mid,124.78,2024-01-01,9999-12-31,true
10303,Bekleidung Model 303,Bekleidung,mid,106.33,2024-01-01,9999-12-31,true
10304,Schuhe Model 304,Schuhe,mid,101.45,2024-01-01,9999-12-31,true
10305,Schuhe Model 305,Schuhe,premium,216.95,2024-01-01,2025-10-01,false
10305,Schuhe Model 305,Schuhe,mid,184.18,2025-10-01,2026-02-16,false
10305,Schuhe Model 305,Schuhe,premium,216.95,2026-02-16,9999-12-31,true
10306,Bekleidung Model 306,Bekleidung,budget,42.58,2024-01-01,2024-10-01,false
10306,Bekleidung Model 306,Bekleidung,mid,51.47,2024-10-01,2026-02-16,false
10306,Bekleidung Model 306,Bekleidung,budget,42.58,2026-02-16,9999-12-31,true
10307,Bekleidung Model 307,Bekleidung,mid,117.87,2024-01-01,2024-10-01,false
10307,Bekleidung Model 307,Bekleidung,budget,96.8,2024-10-01,2026-02-16,false
10307,Bekleidung Model 307,Bekleidung,mid,117.87,2026-02-16,9999-12-31,true
10308,Schuhe Model 308,Schuhe,mid,163.46,2024-01-01,2025-05-01,false
10308,Schuhe Model 308,Schuhe,premium,201.73,2025-05-01,2026-02-16,false
10308,Schuhe Model 308,Schuhe,mid,163.46,2026-02-16,9999-12-31,true
10309,Ausrüstung Model 309,Ausrüstung,mid,119.5,2024-01-01,2025-10-01,false
10309,Ausrüstung Model 309,Ausrüstung,premium,147.05,2025-10-01,2026-02-16,false
10309,Ausrüstung Model 309,Ausrüstung,mid,119.5,2026-02-16,9999-12-31,true
10310,Bekleidung Model 310,Bekleidung,mid,99.06,2024-01-01,9999-12-31,true
10311,Ausrüstung Model 311,Ausrüstung,budget,61.82,2024-01-01,2024-05-01,false
10311,Ausrüstung Model 311,Ausrüstung,mid,77.75,2024-05-01,2026-02-16,false
10311,Ausrüstung Model 311,Ausrüstung,budget,61.82,2026-02-16,9999-12-31,true
10312,Ausrüstung Model 312,Ausrüstung,premium,283.39,2024-01-01,9999-12-31,true
10313,Schuhe Model 313,Schuhe,mid,110.78,2024-01-01,2025-10-01,false
10313,Schuhe Model 313,Schuhe,premium,139.49,2025-10-01,2026-02-16,false
10313,Schuhe Model 313,Schuhe,mid,110.78,2026-02-16,9999-12-31,true
10314,Schuhe Model 314,Schuhe,mid,93.56,2024-01-01,9999-12-31,true
10315,Bekleidung Model 315,Bekleidung,mid,152.84,2024-01-01,9999-12-31,true
10316,Bekleidung Model 316,Bekleidung,budget,53.38,2024-01-01,2025-10-01,false
10316,Bekleidung Model 316,Bekleidung,mid,69.25,2025-10-01,2026-02-16,false
10316,Bekleidung Model 316,Bekleidung,budget,53.38,2026-02-16,9999-12-31,true
10317,Ausrüstung Model 317,Ausrüstung,budget,55.37,2024-01-01,2025-05-01,false
10317,Ausrüstung Model 317,Ausrüstung,mid,67.77,2025-05-01,2026-02-16,false
10317,Ausrüstung Model 317,Ausrüstung,budget,55.37,2026-02-16,9999-12-31,true
10318,Ausrüstung Model 318,Ausrüstung,budget,49.92,2024-01-01,9999-12-31,true
10319,Ausrüstung Model 319,Ausrüstung,premium,226.83,2024-01-01,9999-12-31,true
10320,Bekleidung Model 320,Bekleidung,budget,37.78,2024-01-01,9999-12-31,true
10321,Schuhe Model 321,Schuhe,premium,292.19,2024-01-01,9999-12-31,true
10322,Bekleidung Model 322,Bekleidung,budget,23.36,2024-01-01,9999-12-31,true
10323,Ausrüstung Model 323,Ausrüstung,premium,486.64,2024-01-01,9999-12-31,true
10324,Schuhe Model 324,Schuhe,mid,135.03,2024-01-01,2024-05-01,false
10324,Schuhe Model 324,Schuhe,budget,112.02,2024-05-01,2026-02-16,false
10324,Schuhe Model 324,Schuhe,mid,135.03,2026-02-16,9999-12-31,true
10325,Schuhe Model 325,Schuhe,mid,115.77,2024-01-01,9999-12-31,true
10326,Bekleidung Model 326,Bekleidung,budget,58.74,2024-01-01,2025-05-01,false
10326,Bekleidung Model 326,Bekleidung,mid,71.91,2025-05-01,2026-02-16,false
10326,Bekleidung Model 326,Bekleidung,budget,58.74,2026-02-16,9999-12-31,true
10327,Bekleidung Model 327,Bekleidung,mid,103.49,2024-01-01,9999-12-31,true
10328,Bekleidung Model 328,Bekleidung,budget,79.63,2024-01-01,9999-12-31,true
10329,Ausrüstung Model 329,Ausrüstung,premium,321.28,2024-01-01,2025-10-01,false
10329,Ausrüstung Model 329,Ausrüstung,mid,265.65,2025-10-01,2026-02-16,false
10329,Ausrüstung Model 329,Ausrüstung,premium,321.28,2026-02-16,9999-12-31,true
10330,Bekleidung Model 330,Bekleidung,mid,87.23,2024-01-01,2024-10-01,false
10330,Bekleidung Model 330,Bekleidung,premium,109.03,2024-10-01,2026-02-16,false
10330,Bekleidung Model 330,Bekleidung,mid,87.23,2026-02-16,9999-12-31,true
10331,Schuhe Model 331,Schuhe,mid,130.99,2024-01-01,2025-05-01,false
10331,Schuhe Model 331,Schuhe,premium,158.26,2025-05-01,2026-02-16,false
10331,Schuhe Model 331,Schuhe,mid,130.99,2026-02-16,9999-12-31,true
10332,Ausrüstung Model 332,Ausrüstung,mid,115.06,2024-01-01,2024-10-01,false
10332,Ausrüstung Model 332,Ausrüstung,budget,97.58,2024-10-01,2026-02-16,false
10332,Ausrüstung Model 332,Ausrüstung,mid,115.06,2026-02-16,9999-12-31,true
10333,Ausrüstung Model 333,Ausrüstung,mid,142.61,2024-01-01,2025-10-01,false
10333,Ausrüstung Model 333,Ausrüstung,premium,171.78,2025-10-01,2026-02-16,false
10333,Ausrüstung Model 333,Ausrüstung,mid,142.61,2026-02-16,9999-12-31,true
10334,Ausrüstung Model 334,Ausrüstung,premium,184.1,2024-01-01,9999-12-31,true
10335,Ausrüstung Model 335,Ausrüstung,budget,44.83,2024-01-01,9999-12-31,true
10336,Schuhe Model 336,Schuhe,budget,61.92,2024-01-01,2024-10-01,false
10336,Schuhe Model 336,Schuhe,mid,79.27,2024-10-01,2026-02-16,false
10336,Schuhe Model 336,Schuhe,budget,61.92,2026-02-16,9999-12-31,true
10337,Schuhe Model 337,Schuhe,mid,176.2,2024-01-01,2025-05-01,false
10337,Schuhe Model 337,Schuhe,premium,225.53,2025-05-01,2026-02-16,false
10337,Schuhe Model 337,Schuhe,mid,176.2,2026-02-16,9999-12-31,true
10338,Bekleidung Model 338,Bekleidung,mid,90.24,2024-01-01,2025-05-01,false
10338,Bekleidung Model 338,Bekleidung,premium,116.97,2025-05-01,2026-02-16,false
10338,Bekleidung Model 338,Bekleidung,mid,90.24,2026-02-16,9999-12-31,true
10339,Ausrüstung Model 339,Ausrüstung,mid,130.48,2024-01-01,9999-12-31,true
10340,Bekleidung Model 340,Bekleidung,mid,82.36,2024-01-01,2024-10-01,false
10340,Bekleidung Model 340,Bekleidung,premium,102.34,2024-10-01,2026-02-16,false
10340,Bekleidung Model 340,Bekleidung,mid,82.36,2026-02-16,9999-12-31,true
10341,Bekleidung Model 341,Bekleidung,mid,100.34,2024-01-01,9999-12-31,true
10342,Ausrüstung Model 342,Ausrüstung,mid,101.71,2024-01-01,9999-12-31,true
10343,Bekleidung Model 343,Bekleidung,budget,51.06,2024-01-01,2025-10-01,false
10343,Bekleidung Model 343,Bekleidung,mid,63.96,2025-10-01,2026-02-16,false
10343,Bekleidung Model 343,Bekleidung,budget,51.06,2026-02-16,9999-12-31,true
10344,Bekleidung Model 344,Bekleidung,mid,91.61,2024-01-01,2025-05-01,false
10344,Bekleidung Model 344,Bekleidung,premium,110.34,2025-05-01,2026-02-16,false
10344,Bekleidung Model 344,Bekleidung,mid,91.61,2026-02-16,9999-12-31,true
10345,Bekleidung Model 345,Bekleidung,budget,45.29,2024-01-01,9999-12-31,true
10346,Bekleidung Model 346,Bekleidung,mid,104.06,2024-01-01,9999-12-31,true
10347,Ausrüstung Model 347,Ausrüstung,budget,45.07,2024-01-01,2024-10-01,false
